[2025-03-20 12:41:47,721] [INFO] [Node_ 65] Starting node at localhost:30064 | index= 65 | f=1, k=4
[2025-03-20 12:42:02,218] [INFO] [Node_ 65] Received PRE-PREPARE: id:1742442121036, from:30000, delay:0.6991s, distance:0113.42m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:40,952] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30023, delay:0.4661s, distance:0096.21m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:40,974] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30018, delay:0.6991s, distance:0117.78m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:41,031] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30010, delay:0.4661s, distance:0056.06m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:41,322] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30083, delay:0.6991s, distance:0113.54m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:41,468] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30084, delay:0.4661s, distance:0069.02m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:41,599] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30081, delay:0.6991s, distance:0108.90m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:41,751] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30079, delay:0.6991s, distance:0136.53m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:41,885] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30022, delay:0.6991s, distance:0104.73m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,000] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30021, delay:0.6991s, distance:0136.03m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,142] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30086, delay:0.3107s, distance:0047.77m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:42,164] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30080, delay:0.6991s, distance:0116.93m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,184] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30041, delay:0.9322s, distance:0170.89m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,202] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30085, delay:0.4661s, distance:0077.32m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:42,223] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30039, delay:0.4661s, distance:0081.60m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:42,241] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30011, delay:0.4661s, distance:0092.21m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:42,259] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30002, delay:0.4661s, distance:0075.60m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:42,281] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30030, delay:0.0000s, distance:0050.28m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:42,299] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30007, delay:0.6991s, distance:0110.83m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:42,312] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30091, delay:0.6991s, distance:0136.08m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:42,332] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30082, delay:0.4661s, distance:0078.87m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:42,354] [INFO] [Node_ 65] Received PREPARE: id:1742442121036, from:30037, delay:0.4661s, distance:0085.81m (Euclidean), mes_siz_bit:16778856
