[2025-03-20 12:41:50,734] [INFO] [Node_ 80] Starting node at localhost:30079 | index= 80 | f=1, k=4
[2025-03-20 12:42:01,873] [INFO] [Node_ 80] Received PRE-PREPARE: id:1742442121036, from:30000, delay:0.6991s, distance:0140.24m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:13,142] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30083, delay:0.4661s, distance:0098.78m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:13,163] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30010, delay:0.6991s, distance:0135.72m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:13,203] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30081, delay:0.4661s, distance:0057.66m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:16,269] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30018, delay:0.4661s, distance:0092.05m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:16,281] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30022, delay:0.6991s, distance:0117.46m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:16,293] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30021, delay:0.4661s, distance:0088.94m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:16,313] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30084, delay:0.4661s, distance:0085.46m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:16,330] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30020, delay:0.6991s, distance:0142.39m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:16,342] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30011, delay:0.4661s, distance:0090.97m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:25,753] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30080, delay:0.6991s, distance:0148.33m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:29,087] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30041, delay:0.4661s, distance:0058.49m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:29,197] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30023, delay:0.4661s, distance:0065.06m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:29,575] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30085, delay:0.0000s, distance:0200.01m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:29,599] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30030, delay:0.6991s, distance:0104.29m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:29,624] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30091, delay:0.9322s, distance:0195.07m (Euclidean), mes_siz_bit:16778840
[2025-03-20 12:42:29,759] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30086, delay:0.9322s, distance:0181.76m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:29,787] [INFO] [Node_ 80] Received PREPARE: id:1742442121036, from:30039, delay:0.6991s, distance:0120.50m (Euclidean), mes_siz_bit:16778856
