[2025-03-20 12:41:58,357] [INFO] [Node_118] Starting node at localhost:30117 | index=118 | f=1, k=4
[2025-03-20 12:42:02,087] [INFO] [Node_118] Received PRE-PREPARE: id:1742442121036, from:30000, delay:0.6991s, distance:0124.36m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:15,160] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30023, delay:0.0000s, distance:0100.78m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:15,176] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30020, delay:0.6991s, distance:0129.58m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:15,211] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30080, delay:0.6991s, distance:0133.31m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:15,306] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30081, delay:0.9322s, distance:0151.08m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:15,387] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30011, delay:0.6991s, distance:0110.94m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:15,457] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30022, delay:0.6991s, distance:0117.39m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:15,516] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30018, delay:0.6991s, distance:0128.12m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:15,581] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30079, delay:0.9322s, distance:0160.97m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:15,648] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30010, delay:0.3107s, distance:0039.79m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:15,720] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30084, delay:0.6991s, distance:0120.40m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:15,808] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30083, delay:0.9322s, distance:0156.14m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:15,836] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30021, delay:0.9322s, distance:0174.84m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:18,794] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30039, delay:0.6991s, distance:0115.16m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:18,807] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30002, delay:0.6991s, distance:0131.72m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:18,821] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30091, delay:0.9322s, distance:0163.50m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:18,836] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30041, delay:1.3982s, distance:0202.59m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:18,851] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30086, delay:0.4661s, distance:0063.12m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:18,869] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30085, delay:0.6991s, distance:0106.55m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:18,905] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30082, delay:0.6991s, distance:0101.14m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:18,923] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30030, delay:0.6991s, distance:0101.59m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:26,363] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30007, delay:0.9322s, distance:0163.53m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:26,565] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30048, delay:0.9322s, distance:0168.39m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:26,960] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30096, delay:0.6991s, distance:0149.11m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:27,194] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30115, delay:0.4661s, distance:0067.67m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:27,221] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30037, delay:0.4661s, distance:0060.53m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:27,254] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30114, delay:0.4661s, distance:0095.91m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:27,298] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30109, delay:0.9322s, distance:0191.86m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:27,381] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30009, delay:0.6991s, distance:0138.03m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:28,115] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30093, delay:0.6991s, distance:0123.45m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:32,693] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30113, delay:0.3107s, distance:0048.63m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:33,438] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30066, delay:0.9322s, distance:0153.10m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:33,470] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30119, delay:0.4661s, distance:0061.58m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:33,496] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30033, delay:0.9322s, distance:0186.12m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:33,602] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30060, delay:0.6991s, distance:0110.31m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:33,638] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30045, delay:0.4661s, distance:0054.74m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:33,660] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30075, delay:0.0000s, distance:0150.57m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:33,681] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30042, delay:0.4661s, distance:0080.65m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:33,701] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30050, delay:1.3982s, distance:0210.36m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:33,723] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30106, delay:0.4661s, distance:0093.06m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:33,749] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30070, delay:0.9322s, distance:0157.89m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:33,776] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30104, delay:0.4661s, distance:0083.60m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:33,863] [INFO] [Node_118] Received PREPARE: id:1742442121036, from:30057, delay:0.3107s, distance:0028.97m (Euclidean), mes_siz_bit:16778848
