[2025-03-20 12:41:55,154] [INFO] [Node_102] Starting node at localhost:30101 | index=102 | f=1, k=4
[2025-03-20 12:42:02,040] [INFO] [Node_102] Received PRE-PREPARE: id:1742442121036, from:30000, delay:0.6991s, distance:0126.90m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,421] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30086, delay:0.4661s, distance:0086.34m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,440] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30080, delay:0.6991s, distance:0135.37m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:38,482] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30018, delay:0.6991s, distance:0111.44m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:38,516] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30041, delay:0.9322s, distance:0157.89m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,571] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30039, delay:0.6991s, distance:0102.08m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,591] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30011, delay:0.4661s, distance:0053.67m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:38,611] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30085, delay:0.6991s, distance:0123.27m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:38,637] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30007, delay:0.6991s, distance:0124.24m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,664] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30082, delay:0.6991s, distance:0117.71m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:38,683] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30091, delay:0.9322s, distance:0170.17m (Euclidean), mes_siz_bit:16778840
[2025-03-20 12:42:38,703] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30002, delay:0.4661s, distance:0084.70m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:38,725] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30030, delay:0.4661s, distance:0069.26m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:38,747] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30096, delay:0.6991s, distance:0119.30m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:38,766] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30048, delay:0.6991s, distance:0137.46m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:38,786] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30037, delay:0.3107s, distance:0046.89m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:38,810] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30009, delay:0.6991s, distance:0131.19m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:38,824] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30115, delay:0.4661s, distance:0084.33m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:38,837] [INFO] [Node_102] Received PREPARE: id:1742442121036, from:30114, delay:0.4661s, distance:0077.85m (Euclidean), mes_siz_bit:16778848
