[2025-03-24 11:40:06,547] [INFO] [Node_ 10] Starting node at localhost:30009 | index= 10 | f=1, k=4
[2025-03-24 11:47:31,731] [INFO] [Node_ 10] Starting node at localhost:30009 | index= 10 | f=1, k=4
[2025-03-24 11:47:35,946] [INFO] [Node_ 10] Received PRE-PREPARE: id:1742784455847, from:30000, delay:0.1554s, distance:0016.69m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,180] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30008, delay:0.1554s, distance:0016.77m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,185] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30002, delay:0.1554s, distance:0016.86m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,193] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30005, delay:0.1554s, distance:0019.15m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,198] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30018, delay:0.1554s, distance:0016.53m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,202] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30012, delay:0.1554s, distance:0022.06m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,206] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30006, delay:0.1554s, distance:0025.82m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,210] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30013, delay:0.1554s, distance:0021.70m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,214] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30016, delay:0.1554s, distance:0023.83m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,216] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30017, delay:0.1554s, distance:0021.83m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,220] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30015, delay:0.1554s, distance:0012.93m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,369] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30001, delay:0.1554s, distance:0013.11m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:36,379] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30007, delay:0.1554s, distance:0020.82m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:36,387] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30003, delay:0.1554s, distance:0017.30m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,407] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30014, delay:0.1554s, distance:0009.34m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,412] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30004, delay:0.1554s, distance:0029.44m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,432] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30010, delay:0.1554s, distance:0022.58m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:36,432] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30019, delay:0.1554s, distance:0017.41m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,450] [INFO] [Node_ 10] Received PREPARE: id:1742784455847, from:30011, delay:0.1554s, distance:0008.25m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:36,533] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30005, delay:0.1554s, distance:0019.15m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,541] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30018, delay:0.1554s, distance:0016.53m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,549] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30003, delay:0.1554s, distance:0017.30m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,553] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30006, delay:0.1554s, distance:0025.82m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,557] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30000, delay:0.1554s, distance:0016.69m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,559] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30015, delay:0.1554s, distance:0012.93m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,563] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30016, delay:0.1554s, distance:0023.83m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,567] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30017, delay:0.1554s, distance:0021.83m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,574] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30012, delay:0.1554s, distance:0022.06m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,577] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30001, delay:0.1554s, distance:0013.11m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,581] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30007, delay:0.1554s, distance:0020.82m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,585] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30008, delay:0.1554s, distance:0016.77m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,589] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30002, delay:0.1554s, distance:0016.86m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,593] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30013, delay:0.1554s, distance:0021.70m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,597] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30011, delay:0.1554s, distance:0008.25m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,607] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30019, delay:0.1554s, distance:0017.41m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,607] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30004, delay:0.1554s, distance:0029.44m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,607] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30010, delay:0.1554s, distance:0022.58m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:36,621] [INFO] [Node_ 10] Received COMMIT: id:1742784455847, from:30014, delay:0.1554s, distance:0009.34m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,638] [INFO] [Node_ 10] Cleaned up 1 finished statuses
[2025-03-24 11:47:38,757] [INFO] [Node_ 10] Received PRE-PREPARE: id:1742784458645, from:30000, delay:0.1554s, distance:0016.69m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:38,952] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30018, delay:0.1554s, distance:0016.53m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:38,954] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30006, delay:0.1554s, distance:0025.82m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:38,962] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30013, delay:0.1554s, distance:0021.70m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:38,969] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30002, delay:0.1554s, distance:0016.86m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:38,969] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30015, delay:0.1554s, distance:0012.93m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:38,978] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30016, delay:0.1554s, distance:0023.83m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:38,985] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30017, delay:0.1554s, distance:0021.83m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:38,985] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30011, delay:0.1554s, distance:0008.25m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:38,998] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30007, delay:0.1554s, distance:0020.82m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:39,002] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30008, delay:0.1554s, distance:0016.77m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:39,006] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30019, delay:0.1554s, distance:0017.41m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:39,109] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30014, delay:0.1554s, distance:0009.34m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:39,139] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30001, delay:0.1554s, distance:0013.11m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:39,155] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30010, delay:0.1554s, distance:0022.58m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:39,161] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30012, delay:0.1554s, distance:0022.06m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:39,169] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30005, delay:0.1554s, distance:0019.15m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:39,177] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30003, delay:0.1554s, distance:0017.30m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:39,190] [INFO] [Node_ 10] Received PREPARE: id:1742784458645, from:30004, delay:0.1554s, distance:0029.44m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:39,236] [INFO] [Node_ 10] Received COMMIT: id:1742784458645, from:30016, delay:0.1554s, distance:0023.83m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:39,240] [INFO] [Node_ 10] Received COMMIT: id:1742784458645, from:30008, delay:0.1554s, distance:0016.77m (Euclidean), mes_siz_bit:8390240
