[2025-03-24 11:40:06,728] [INFO] [Node_ 11] Starting node at localhost:30010 | index= 11 | f=1, k=4
[2025-03-24 11:47:31,921] [INFO] [Node_ 11] Starting node at localhost:30010 | index= 11 | f=1, k=4
[2025-03-24 11:47:35,946] [INFO] [Node_ 11] Received PRE-PREPARE: id:1742784455847, from:30000, delay:0.1554s, distance:0019.84m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:36,180] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30018, delay:0.1554s, distance:0022.98m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,185] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30005, delay:0.1554s, distance:0016.14m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,193] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30001, delay:0.1554s, distance:0012.98m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,198] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30006, delay:0.1554s, distance:0008.38m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,202] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30013, delay:0.1554s, distance:0013.32m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,206] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30016, delay:0.1554s, distance:0020.19m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:36,212] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30017, delay:0.1554s, distance:0015.82m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,216] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30015, delay:0.1554s, distance:0012.98m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:36,220] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30012, delay:0.1554s, distance:0014.77m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,228] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30007, delay:0.1554s, distance:0011.48m (Euclidean), mes_siz_bit:8390216
[2025-03-24 11:47:36,228] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30008, delay:0.1554s, distance:0006.33m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,228] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30002, delay:0.1554s, distance:0016.25m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,385] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30003, delay:0.1554s, distance:0020.65m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,405] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30004, delay:0.1554s, distance:0018.00m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,424] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30014, delay:0.1554s, distance:0021.05m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,452] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30009, delay:0.1554s, distance:0022.58m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,458] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30011, delay:0.1554s, distance:0022.94m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:36,464] [INFO] [Node_ 11] Received PREPARE: id:1742784455847, from:30019, delay:0.1554s, distance:0026.38m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,511] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30005, delay:0.1554s, distance:0016.14m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,537] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30002, delay:0.1554s, distance:0016.25m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,551] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30015, delay:0.1554s, distance:0012.98m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:36,557] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30018, delay:0.1554s, distance:0022.98m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,563] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30013, delay:0.1554s, distance:0013.32m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,567] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30007, delay:0.1554s, distance:0011.48m (Euclidean), mes_siz_bit:8390224
[2025-03-24 11:47:36,574] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30017, delay:0.1554s, distance:0015.82m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,579] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30001, delay:0.1554s, distance:0012.98m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,583] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30006, delay:0.1554s, distance:0008.38m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,589] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30008, delay:0.1554s, distance:0006.33m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,593] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30016, delay:0.1554s, distance:0020.19m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,597] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30003, delay:0.1554s, distance:0020.65m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,597] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30000, delay:0.1554s, distance:0019.84m (Euclidean), mes_siz_bit:8390224
[2025-03-24 11:47:36,607] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30012, delay:0.1554s, distance:0014.77m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,607] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30011, delay:0.1554s, distance:0022.94m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,607] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30004, delay:0.1554s, distance:0018.00m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:36,607] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30019, delay:0.1554s, distance:0026.38m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,623] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30009, delay:0.1554s, distance:0022.58m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:36,625] [INFO] [Node_ 11] Received COMMIT: id:1742784455847, from:30014, delay:0.1554s, distance:0021.05m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:36,640] [INFO] [Node_ 11] Cleaned up 1 finished statuses
[2025-03-24 11:47:38,759] [INFO] [Node_ 11] Received PRE-PREPARE: id:1742784458645, from:30000, delay:0.1554s, distance:0019.84m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:39,010] [INFO] [Node_ 11] Received PREPARE: id:1742784458645, from:30014, delay:0.1554s, distance:0021.05m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:39,014] [INFO] [Node_ 11] Received PREPARE: id:1742784458645, from:30015, delay:0.1554s, distance:0012.98m (Euclidean), mes_siz_bit:8390232
[2025-03-24 11:47:39,020] [INFO] [Node_ 11] Received PREPARE: id:1742784458645, from:30013, delay:0.1554s, distance:0013.32m (Euclidean), mes_siz_bit:8390248
[2025-03-24 11:47:39,024] [INFO] [Node_ 11] Received PREPARE: id:1742784458645, from:30005, delay:0.1554s, distance:0016.14m (Euclidean), mes_siz_bit:8390240
[2025-03-24 11:47:39,027] [INFO] [Node_ 11] Received PREPARE: id:1742784458645, from:30017, delay:0.1554s, distance:0015.82m (Euclidean), mes_siz_bit:8390240
