[2025-03-20 12:41:53,750] [INFO] [Node_ 95] Starting node at localhost:30094 | index= 95 | f=1, k=4
[2025-03-20 12:42:02,349] [INFO] [Node_ 95] Received PRE-PREPARE: id:1742442121036, from:30000, delay:0.4661s, distance:0059.23m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:34,329] [INFO] [Node_ 95] Received PREPARE: id:1742442121036, from:30023, delay:0.6991s, distance:0123.20m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:34,600] [INFO] [Node_ 95] Received PREPARE: id:1742442121036, from:30083, delay:0.4661s, distance:0054.62m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:34,888] [INFO] [Node_ 95] Received PREPARE: id:1742442121036, from:30079, delay:0.6991s, distance:0136.78m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:34,947] [INFO] [Node_ 95] Received PREPARE: id:1742442121036, from:30010, delay:0.6991s, distance:0131.53m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:35,157] [INFO] [Node_ 95] Received PREPARE: id:1742442121036, from:30020, delay:0.3107s, distance:0039.71m (Euclidean), mes_siz_bit:16778848
[2025-03-20 12:42:35,277] [INFO] [Node_ 95] Received PREPARE: id:1742442121036, from:30022, delay:0.4661s, distance:0060.57m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:35,295] [INFO] [Node_ 95] Received PREPARE: id:1742442121036, from:30081, delay:0.6991s, distance:0124.25m (Euclidean), mes_siz_bit:16778864
[2025-03-20 12:42:35,311] [INFO] [Node_ 95] Received PREPARE: id:1742442121036, from:30084, delay:0.4661s, distance:0074.74m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:35,327] [INFO] [Node_ 95] Received PREPARE: id:1742442121036, from:30021, delay:0.4661s, distance:0080.58m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:35,348] [INFO] [Node_ 95] Received PREPARE: id:1742442121036, from:30086, delay:0.6991s, distance:0103.72m (Euclidean), mes_siz_bit:16778856
[2025-03-20 12:42:35,368] [INFO] [Node_ 95] Received PREPARE: id:1742442121036, from:30041, delay:0.6991s, distance:0139.46m (Euclidean), mes_siz_bit:16778864
